lot_id,date,plant_line,shift,part_id,supplier_id,qty_received,qty_used
L0001449,2025-09-01,TrimLine-1,B,P0004,S006,122,116
L0001450,2025-09-01,ChassisLine-1,A,P0021,S001,513,464
L0001451,2025-09-01,Final-1,C,P0001,S001,173,158
L0001452,2025-09-01,ChassisLine-1,A,P0017,S001,493,444
L0001453,2025-09-02,BodyLine-2,A,P0009,S011,512,377
L0001454,2025-09-02,ChassisLine-1,A,P0017,S001,314,261
L0001455,2025-09-02,TrimLine-1,B,P0023,S004,271,227
L0001456,2025-09-02,Final-1,C,P0029,S008,165,150
L0001457,2025-09-02,BodyLine-1,A,P0005,S001,445,379
L0001458,2025-09-02,BodyLine-1,A,P0035,S005,306,236
L0001459,2025-09-02,BodyLine-1,A,P0033,S001,174,147
L0001460,2025-09-02,BodyLine-2,C,P0010,S005,237,198
L0001461,2025-09-02,BodyLine-1,A,P0031,S006,273,251
L0001462,2025-09-02,BodyLine-2,C,P0019,S006,468,336
L0001463,2025-09-02,Final-1,A,P0012,S001,364,312
L0001464,2025-09-02,ChassisLine-1,B,P0021,S001,495,472
L0001465,2025-09-02,TrimLine-1,C,P0027,S005,295,251
L0001466,2025-09-02,BodyLine-2,C,P0016,S007,508,477
L0001467,2025-09-02,BodyLine-2,B,P0026,S012,257,220
L0001468,2025-09-02,BodyLine-1,A,P0003,S007,138,117
L0001469,2025-09-02,ChassisLine-1,A,P0032,S005,309,269
L0001470,2025-09-02,TrimLine-1,A,P0018,S001,421,408
L0001471,2025-09-02,ChassisLine-1,B,P0013,S007,128,111
L0001472,2025-09-02,Final-1,A,P0025,S010,138,122
L0001473,2025-09-02,TrimLine-1,B,P0004,S006,187,147
L0001474,2025-09-02,ChassisLine-1,A,P0015,S008,453,434
L0001475,2025-09-02,ChassisLine-1,B,P0036,S003,277,213
L0001476,2025-09-02,ChassisLine-1,C,P0028,S003,513,491
L0001477,2025-09-02,BodyLine-1,A,P0007,S007,196,173
L0001478,2025-09-03,BodyLine-1,C,P0031,S006,330,307
L0001479,2025-09-03,TrimLine-1,B,P0004,S006,233,224
L0001480,2025-09-03,ChassisLine-1,B,P0008,S007,408,294
L0001481,2025-09-03,ChassisLine-1,A,P0015,S008,317,236
L0001482,2025-09-03,Final-1,C,P0018,S001,381,303
L0001483,2025-09-03,Final-1,B,P0014,S003,171,140
L0001484,2025-09-03,Final-1,A,P0012,S001,387,278
L0001485,2025-09-03,BodyLine-2,B,P0035,S005,239,220
L0001486,2025-09-03,Final-1,A,P0024,S002,296,271
L0001487,2025-09-03,TrimLine-1,A,P0002,S010,146,142
L0001488,2025-09-03,BodyLine-2,B,P0016,S007,167,131
L0001489,2025-09-03,BodyLine-1,A,P0033,S001,332,277
L0001490,2025-09-03,TrimLine-1,A,P0011,S011,445,404
L0001491,2025-09-03,BodyLine-1,B,P0005,S001,195,167
L0001492,2025-09-03,ChassisLine-1,A,P0028,S003,464,447
L0001493,2025-09-03,ChassisLine-1,B,P0022,S012,260,199
L0001494,2025-09-03,ChassisLine-1,A,P0021,S001,227,200
L0001495,2025-09-03,BodyLine-1,A,P0003,S007,323,301
L0001496,2025-09-04,BodyLine-2,C,P0016,S007,389,341
L0001497,2025-09-04,BodyLine-1,A,P0005,S001,239,184
L0001498,2025-09-04,Final-1,B,P0023,S004,281,243
L0001499,2025-09-04,TrimLine-1,B,P0025,S010,320,293
L0001500,2025-09-04,TrimLine-1,B,P0029,S008,394,311
L0001501,2025-09-04,ChassisLine-1,A,P0021,S001,510,397
L0001502,2025-09-04,Final-1,B,P0024,S002,152,114
L0001503,2025-09-04,Final-1,B,P0001,S001,231,165
L0001504,2025-09-04,BodyLine-1,A,P0007,S007,127,113
L0001505,2025-09-04,ChassisLine-1,A,P0036,S003,370,274
L0001506,2025-09-04,Final-1,A,P0004,S006,265,201
L0001507,2025-09-04,BodyLine-2,B,P0026,S012,253,182
L0001508,2025-09-04,TrimLine-1,A,P0027,S005,298,229
L0001509,2025-09-04,BodyLine-1,A,P0009,S011,395,372
L0001510,2025-09-04,BodyLine-1,A,P0010,S005,154,138
L0001511,2025-09-04,ChassisLine-1,A,P0015,S008,396,320
L0001512,2025-09-04,ChassisLine-1,A,P0008,S007,307,246
L0001513,2025-09-04,BodyLine-1,B,P0031,S006,142,134
L0001514,2025-09-04,TrimLine-1,A,P0011,S011,304,229
L0001515,2025-09-04,BodyLine-1,B,P0033,S001,457,386
L0001516,2025-09-04,ChassisLine-1,C,P0020,S006,122,86
L0001517,2025-09-05,TrimLine-1,C,P0029,S008,298,237
L0001518,2025-09-05,ChassisLine-1,A,P0017,S001,295,247
L0001519,2025-09-05,ChassisLine-1,A,P0028,S003,391,319
L0001520,2025-09-05,BodyLine-1,C,P0035,S005,473,454
L0001521,2025-09-05,ChassisLine-1,C,P0032,S005,397,296
L0001522,2025-09-05,BodyLine-2,C,P0007,S007,151,108
L0001523,2025-09-05,BodyLine-1,C,P0031,S006,501,407
L0001524,2025-09-05,ChassisLine-1,B,P0008,S007,508,394
L0001525,2025-09-05,BodyLine-2,B,P0033,S001,498,406
L0001526,2025-09-05,BodyLine-2,C,P0026,S012,344,258
L0001527,2025-09-05,BodyLine-2,C,P0019,S006,129,94
L0001528,2025-09-05,TrimLine-1,B,P0004,S006,255,217
L0001529,2025-09-05,TrimLine-1,B,P0011,S011,142,114
L0001530,2025-09-05,ChassisLine-1,B,P0036,S003,344,310
L0001531,2025-09-05,Final-1,B,P0012,S001,409,317
L0001532,2025-09-05,ChassisLine-1,B,P0022,S012,291,225
L0001533,2025-09-05,TrimLine-1,A,P0002,S010,209,175
L0001534,2025-09-05,BodyLine-2,B,P0034,S006,134,101
L0001535,2025-09-05,ChassisLine-1,B,P0021,S001,452,353
L0001536,2025-09-05,TrimLine-1,A,P0024,S002,356,347
L0001537,2025-09-05,Final-1,C,P0018,S001,303,232
L0001538,2025-09-05,BodyLine-2,B,P0009,S011,401,386
L0001539,2025-09-05,BodyLine-2,B,P0010,S005,462,392
L0001540,2025-09-05,TrimLine-1,A,P0001,S001,195,164
L0001541,2025-09-05,BodyLine-2,B,P0016,S007,448,317
L0001542,2025-09-05,TrimLine-1,A,P0025,S010,408,342
L0001543,2025-09-05,BodyLine-2,A,P0005,S001,452,351
L0001544,2025-09-06,Final-1,A,P0004,S006,387,290
L0001545,2025-09-06,BodyLine-1,A,P0035,S005,485,453
L0001546,2025-09-06,TrimLine-1,A,P0023,S004,369,293
L0001547,2025-09-06,BodyLine-1,B,P0026,S012,238,225
L0001548,2025-09-06,Final-1,A,P0011,S011,218,179
L0001549,2025-09-06,BodyLine-2,A,P0016,S007,490,474
L0001550,2025-09-06,BodyLine-1,C,P0009,S011,346,257
L0001551,2025-09-06,BodyLine-1,A,P0034,S006,392,315
L0001552,2025-09-06,TrimLine-1,A,P0018,S001,480,436
L0001553,2025-09-06,ChassisLine-1,B,P0028,S003,361,285
L0001554,2025-09-06,TrimLine-1,B,P0014,S003,473,453
L0001555,2025-09-06,Final-1,B,P0027,S005,142,100
L0001556,2025-09-06,TrimLine-1,C,P0025,S010,138,110
L0001557,2025-09-06,BodyLine-1,A,P0019,S006,395,333
L0001558,2025-09-06,ChassisLine-1,A,P0015,S008,247,213
L0001559,2025-09-06,BodyLine-2,A,P0031,S006,476,409
L0001560,2025-09-06,ChassisLine-1,B,P0022,S012,443,333
L0001561,2025-09-06,ChassisLine-1,A,P0017,S001,408,303
L0001562,2025-09-06,BodyLine-2,A,P0003,S007,368,337
L0001563,2025-09-06,ChassisLine-1,B,P0032,S005,263,204
L0001564,2025-09-06,ChassisLine-1,B,P0036,S003,397,374
L0001565,2025-09-06,TrimLine-1,B,P0030,S009,189,149
L0001566,2025-09-06,Final-1,B,P0024,S002,327,281
L0001567,2025-09-06,ChassisLine-1,B,P0008,S007,505,363
L0001568,2025-09-06,TrimLine-1,C,P0006,S009,188,162
L0001569,2025-09-07,ChassisLine-1,A,P0028,S003,398,294
L0001570,2025-09-07,BodyLine-1,C,P0019,S006,341,327
L0001571,2025-09-07,BodyLine-2,A,P0010,S005,346,332
L0001572,2025-09-07,BodyLine-2,A,P0007,S007,289,277
L0001573,2025-09-07,TrimLine-1,B,P0023,S004,191,185
L0001574,2025-09-07,TrimLine-1,B,P0027,S005,155,136
L0001575,2025-09-07,ChassisLine-1,C,P0021,S001,203,179
L0001576,2025-09-07,Final-1,A,P0006,S009,389,286
L0001577,2025-09-07,BodyLine-1,A,P0033,S001,305,264
L0001578,2025-09-07,BodyLine-1,A,P0005,S001,125,119
L0001579,2025-09-07,ChassisLine-1,A,P0017,S001,298,276
L0001580,2025-09-07,ChassisLine-1,C,P0032,S005,327,280
L0001581,2025-09-07,Final-1,A,P0002,S010,472,448
L0001582,2025-09-07,BodyLine-2,A,P0026,S012,152,130
L0001583,2025-09-07,TrimLine-1,B,P0030,S009,383,335
L0001584,2025-09-07,ChassisLine-1,A,P0013,S007,271,197
L0001585,2025-09-07,TrimLine-1,A,P0001,S001,307,288
L0001586,2025-09-07,BodyLine-1,A,P0016,S007,253,178
L0001587,2025-09-07,BodyLine-1,B,P0003,S007,419,344
L0001588,2025-09-07,Final-1,B,P0012,S001,132,124
L0001589,2025-09-07,Final-1,A,P0011,S011,237,192
L0001590,2025-09-07,Final-1,C,P0025,S010,129,111
L0001591,2025-09-07,ChassisLine-1,B,P0008,S007,207,169
L0001592,2025-09-08,TrimLine-1,A,P0027,S005,170,157
L0001593,2025-09-08,Final-1,C,P0001,S001,183,151
L0001594,2025-09-08,BodyLine-1,C,P0035,S005,455,378
L0001595,2025-09-08,BodyLine-1,B,P0007,S007,295,212
L0001596,2025-09-08,BodyLine-2,B,P0009,S011,456,348
L0001597,2025-09-08,BodyLine-2,B,P0010,S005,167,117
L0001598,2025-09-08,Final-1,B,P0002,S010,220,205
L0001599,2025-09-08,BodyLine-1,B,P0005,S001,288,234
L0001600,2025-09-08,ChassisLine-1,A,P0036,S003,174,131
L0001601,2025-09-08,Final-1,A,P0012,S001,125,107
L0001602,2025-09-08,ChassisLine-1,A,P0032,S005,269,202
L0001603,2025-09-08,BodyLine-2,A,P0003,S007,263,184
L0001604,2025-09-08,BodyLine-2,B,P0016,S007,419,331
L0001605,2025-09-08,BodyLine-1,B,P0019,S006,337,297
L0001606,2025-09-08,BodyLine-2,A,P0033,S001,275,224
L0001607,2025-09-08,Final-1,B,P0023,S004,339,321
L0001608,2025-09-08,TrimLine-1,B,P0018,S001,412,332
L0001609,2025-09-08,ChassisLine-1,C,P0020,S006,312,268
L0001610,2025-09-08,ChassisLine-1,B,P0028,S003,230,165
L0001611,2025-09-08,ChassisLine-1,B,P0021,S001,313,297
L0001612,2025-09-08,BodyLine-2,B,P0031,S006,223,211
L0001613,2025-09-08,BodyLine-2,A,P0034,S006,432,394
L0001614,2025-09-08,ChassisLine-1,B,P0017,S001,137,107
L0001615,2025-09-08,ChassisLine-1,A,P0022,S012,444,321
L0001616,2025-09-09,TrimLine-1,A,P0025,S010,500,358
L0001617,2025-09-09,ChassisLine-1,B,P0028,S003,142,134
L0001618,2025-09-09,BodyLine-1,C,P0016,S007,471,461
L0001619,2025-09-09,BodyLine-1,A,P0026,S012,471,371
L0001620,2025-09-09,ChassisLine-1,A,P0022,S012,307,266
L0001621,2025-09-09,TrimLine-1,A,P0029,S008,395,343
L0001622,2025-09-09,ChassisLine-1,C,P0017,S001,213,154
L0001623,2025-09-09,TrimLine-1,A,P0018,S001,482,407
L0001624,2025-09-09,TrimLine-1,A,P0024,S002,284,200
L0001625,2025-09-09,BodyLine-1,B,P0005,S001,200,151
L0001626,2025-09-09,ChassisLine-1,B,P0036,S003,207,170
L0001627,2025-09-09,Final-1,A,P0002,S010,455,356
L0001628,2025-09-09,Final-1,B,P0012,S001,381,291
L0001629,2025-09-09,Final-1,B,P0023,S004,343,332
L0001630,2025-09-09,TrimLine-1,A,P0027,S005,302,288
L0001631,2025-09-09,ChassisLine-1,A,P0013,S007,408,364
L0001632,2025-09-09,BodyLine-1,C,P0010,S005,160,130
L0001633,2025-09-09,BodyLine-2,B,P0035,S005,222,198
L0001634,2025-09-09,BodyLine-1,A,P0034,S006,389,364
L0001635,2025-09-09,BodyLine-2,A,P0003,S007,390,357
L0001636,2025-09-09,BodyLine-2,B,P0019,S006,228,205
L0001637,2025-09-09,ChassisLine-1,A,P0021,S001,219,173
L0001638,2025-09-09,BodyLine-2,A,P0007,S007,212,172
L0001639,2025-09-09,TrimLine-1,A,P0006,S009,430,399
L0001640,2025-09-09,BodyLine-1,A,P0033,S001,376,289
L0001641,2025-09-09,BodyLine-1,C,P0031,S006,460,422
L0001642,2025-09-10,BodyLine-2,A,P0031,S006,499,373
L0001643,2025-09-10,ChassisLine-1,C,P0020,S006,125,104
L0001644,2025-09-10,BodyLine-1,B,P0003,S007,203,155
L0001645,2025-09-10,ChassisLine-1,A,P0017,S001,406,292
L0001646,2025-09-10,BodyLine-1,B,P0035,S005,219,190
L0001647,2025-09-10,BodyLine-1,B,P0033,S001,492,475
L0001648,2025-09-10,BodyLine-1,A,P0005,S001,205,149
L0001649,2025-09-10,ChassisLine-1,B,P0028,S003,384,371
L0001650,2025-09-10,BodyLine-1,C,P0010,S005,211,161
L0001651,2025-09-10,TrimLine-1,A,P0018,S001,354,344
L0001652,2025-09-10,TrimLine-1,A,P0027,S005,485,395
L0001653,2025-09-10,BodyLine-2,A,P0026,S012,353,327
L0001654,2025-09-10,BodyLine-2,B,P0034,S006,274,265
L0001655,2025-09-10,Final-1,B,P0024,S002,199,166
L0001656,2025-09-10,Final-1,B,P0029,S008,393,288
L0001657,2025-09-10,Final-1,C,P0014,S003,385,313
L0001658,2025-09-10,ChassisLine-1,A,P0008,S007,412,316
L0001659,2025-09-10,ChassisLine-1,A,P0021,S001,331,258
L0001660,2025-09-10,TrimLine-1,B,P0011,S011,513,363
L0001661,2025-09-10,TrimLine-1,A,P0030,S009,170,163
L0001662,2025-09-11,BodyLine-1,A,P0009,S011,514,448
L0001663,2025-09-11,Final-1,B,P0029,S008,314,246
L0001664,2025-09-11,ChassisLine-1,B,P0022,S012,235,180
L0001665,2025-09-11,ChassisLine-1,B,P0036,S003,136,98
L0001666,2025-09-11,ChassisLine-1,A,P0015,S008,181,130
L0001667,2025-09-11,BodyLine-1,A,P0026,S012,516,436
L0001668,2025-09-11,BodyLine-1,C,P0003,S007,328,263
L0001669,2025-09-11,BodyLine-2,A,P0035,S005,398,292
L0001670,2025-09-11,ChassisLine-1,A,P0020,S006,260,237
L0001671,2025-09-11,TrimLine-1,A,P0011,S011,350,251
L0001672,2025-09-11,BodyLine-2,A,P0005,S001,492,359
L0001673,2025-09-11,Final-1,B,P0024,S002,222,163
L0001674,2025-09-11,TrimLine-1,B,P0002,S010,469,434
L0001675,2025-09-11,TrimLine-1,B,P0012,S001,126,107
L0001676,2025-09-11,BodyLine-1,A,P0034,S006,162,144
L0001677,2025-09-11,BodyLine-1,A,P0010,S005,413,389
L0001678,2025-09-11,BodyLine-2,A,P0031,S006,219,174
L0001679,2025-09-11,Final-1,B,P0030,S009,263,193
L0001680,2025-09-11,BodyLine-2,A,P0007,S007,121,95
L0001681,2025-09-11,TrimLine-1,B,P0023,S004,356,258
L0001682,2025-09-11,BodyLine-2,A,P0016,S007,483,351
L0001683,2025-09-11,Final-1,A,P0027,S005,404,359
L0001684,2025-09-11,BodyLine-2,B,P0033,S001,301,268
L0001685,2025-09-11,ChassisLine-1,A,P0017,S001,387,275
L0001686,2025-09-11,TrimLine-1,B,P0014,S003,488,475
L0001687,2025-09-11,Final-1,A,P0001,S001,218,213
L0001688,2025-09-12,BodyLine-1,A,P0007,S007,355,332
L0001689,2025-09-12,Final-1,C,P0006,S009,388,369
L0001690,2025-09-12,ChassisLine-1,A,P0013,S007,294,270
L0001691,2025-09-12,ChassisLine-1,A,P0008,S007,328,306
L0001692,2025-09-12,BodyLine-2,B,P0019,S006,377,266
L0001693,2025-09-12,TrimLine-1,A,P0018,S001,311,262
L0001694,2025-09-12,BodyLine-2,A,P0034,S006,136,102
L0001695,2025-09-12,Final-1,C,P0002,S010,423,390
L0001696,2025-09-12,TrimLine-1,B,P0012,S001,228,161
L0001697,2025-09-12,ChassisLine-1,B,P0022,S012,278,217
L0001698,2025-09-12,BodyLine-1,A,P0031,S006,188,134
L0001699,2025-09-12,BodyLine-2,A,P0003,S007,398,301
L0001700,2025-09-12,BodyLine-2,B,P0033,S001,204,181
L0001701,2025-09-12,Final-1,C,P0024,S002,465,385
L0001702,2025-09-12,BodyLine-2,A,P0009,S011,291,214
L0001703,2025-09-12,Final-1,B,P0004,S006,304,292
L0001704,2025-09-12,TrimLine-1,A,P0025,S010,363,312
L0001705,2025-09-12,Final-1,B,P0014,S003,191,158
L0001706,2025-09-12,TrimLine-1,C,P0001,S001,138,124
L0001707,2025-09-13,BodyLine-1,C,P0005,S001,223,186
L0001708,2025-09-13,BodyLine-2,B,P0016,S007,236,196
L0001709,2025-09-13,BodyLine-2,B,P0035,S005,155,150
L0001710,2025-09-13,BodyLine-2,A,P0031,S006,145,124
L0001711,2025-09-13,BodyLine-2,A,P0019,S006,463,448
L0001712,2025-09-13,TrimLine-1,A,P0029,S008,459,430
L0001713,2025-09-13,ChassisLine-1,A,P0013,S007,452,424
L0001714,2025-09-13,BodyLine-1,A,P0033,S001,323,260
L0001715,2025-09-13,TrimLine-1,A,P0018,S001,518,474
L0001716,2025-09-13,ChassisLine-1,B,P0020,S006,502,476
L0001717,2025-09-13,ChassisLine-1,A,P0036,S003,186,169
L0001718,2025-09-13,ChassisLine-1,A,P0032,S005,309,270
L0001719,2025-09-13,Final-1,A,P0014,S003,172,135
L0001720,2025-09-13,TrimLine-1,B,P0001,S001,120,113
L0001721,2025-09-13,TrimLine-1,A,P0023,S004,355,254
L0001722,2025-09-13,BodyLine-2,B,P0026,S012,287,216
L0001723,2025-09-13,Final-1,A,P0024,S002,376,306
L0001724,2025-09-13,ChassisLine-1,A,P0017,S001,202,178
L0001725,2025-09-13,BodyLine-1,A,P0003,S007,355,274
L0001726,2025-09-13,ChassisLine-1,C,P0022,S012,243,186
L0001727,2025-09-13,Final-1,B,P0011,S011,166,148
L0001728,2025-09-13,ChassisLine-1,A,P0008,S007,497,367
L0001729,2025-09-13,BodyLine-1,A,P0007,S007,457,345
L0001730,2025-09-13,BodyLine-1,C,P0009,S011,480,372
L0001731,2025-09-13,TrimLine-1,B,P0012,S001,501,364
L0001732,2025-09-13,TrimLine-1,B,P0025,S010,237,166
L0001733,2025-09-14,Final-1,A,P0011,S011,290,214
L0001734,2025-09-14,ChassisLine-1,A,P0017,S001,467,399
L0001735,2025-09-14,BodyLine-1,A,P0007,S007,508,377
L0001736,2025-09-14,BodyLine-1,B,P0033,S001,166,132
L0001737,2025-09-14,BodyLine-2,A,P0026,S012,194,171
L0001738,2025-09-14,Final-1,C,P0004,S006,139,103
L0001739,2025-09-14,TrimLine-1,C,P0024,S002,489,404
L0001740,2025-09-14,BodyLine-1,A,P0035,S005,315,290
L0001741,2025-09-14,TrimLine-1,A,P0001,S001,334,235
L0001742,2025-09-14,BodyLine-1,B,P0010,S005,276,241
L0001743,2025-09-14,BodyLine-1,C,P0034,S006,127,108
L0001744,2025-09-14,TrimLine-1,B,P0027,S005,180,134
L0001745,2025-09-14,Final-1,C,P0029,S008,308,291
L0001746,2025-09-14,BodyLine-2,B,P0019,S006,171,160
L0001747,2025-09-14,BodyLine-2,A,P0009,S011,325,300
L0001748,2025-09-14,BodyLine-2,B,P0031,S006,166,161
L0001749,2025-09-14,BodyLine-1,A,P0005,S001,379,309
L0001750,2025-09-14,BodyLine-2,C,P0016,S007,345,275
L0001751,2025-09-14,ChassisLine-1,A,P0032,S005,222,196
L0001752,2025-09-14,Final-1,C,P0006,S009,382,361
L0001753,2025-09-15,ChassisLine-1,B,P0020,S006,337,285
L0001754,2025-09-15,BodyLine-1,A,P0034,S006,281,196
L0001755,2025-09-15,BodyLine-1,B,P0033,S001,464,344
L0001756,2025-09-15,ChassisLine-1,B,P0017,S001,283,252
L0001757,2025-09-15,BodyLine-1,B,P0010,S005,181,145
L0001758,2025-09-15,ChassisLine-1,A,P0015,S008,289,248
L0001759,2025-09-15,TrimLine-1,A,P0011,S011,500,484
L0001760,2025-09-15,ChassisLine-1,A,P0032,S005,125,93
L0001761,2025-09-15,BodyLine-1,B,P0003,S007,352,343
L0001762,2025-09-15,BodyLine-2,A,P0026,S012,361,280
L0001763,2025-09-15,BodyLine-2,A,P0007,S007,292,242
L0001764,2025-09-15,ChassisLine-1,A,P0013,S007,477,406
L0001765,2025-09-15,TrimLine-1,A,P0029,S008,443,409
L0001766,2025-09-15,BodyLine-2,B,P0009,S011,474,379
L0001767,2025-09-15,Final-1,A,P0018,S001,230,178
L0001768,2025-09-15,ChassisLine-1,B,P0028,S003,299,246
L0001769,2025-09-15,ChassisLine-1,A,P0021,S001,407,309
L0001770,2025-09-15,TrimLine-1,B,P0025,S010,504,423
L0001771,2025-09-15,BodyLine-2,A,P0031,S006,299,254
L0001772,2025-09-15,TrimLine-1,A,P0001,S001,501,418
L0001773,2025-09-15,BodyLine-1,A,P0019,S006,134,112
L0001774,2025-09-15,BodyLine-2,C,P0035,S005,125,93
L0001775,2025-09-16,TrimLine-1,B,P0002,S010,249,190
L0001776,2025-09-16,BodyLine-2,B,P0003,S007,482,453
L0001777,2025-09-16,BodyLine-2,A,P0009,S011,409,378
L0001778,2025-09-16,BodyLine-2,B,P0019,S006,453,411
L0001779,2025-09-16,ChassisLine-1,B,P0020,S006,145,102
L0001780,2025-09-16,BodyLine-2,C,P0007,S007,318,250
L0001781,2025-09-16,ChassisLine-1,B,P0022,S012,208,168
L0001782,2025-09-16,Final-1,B,P0006,S009,369,327
L0001783,2025-09-16,ChassisLine-1,A,P0015,S008,382,312
L0001784,2025-09-16,BodyLine-1,B,P0034,S006,220,181
L0001785,2025-09-16,ChassisLine-1,A,P0036,S003,512,414
L0001786,2025-09-16,BodyLine-1,A,P0033,S001,290,226
L0001787,2025-09-16,BodyLine-1,A,P0026,S012,292,208
L0001788,2025-09-16,BodyLine-1,A,P0016,S007,366,334
L0001789,2025-09-16,TrimLine-1,A,P0024,S002,160,139
L0001790,2025-09-16,TrimLine-1,A,P0012,S001,430,401
L0001791,2025-09-16,Final-1,C,P0030,S009,212,167
L0001792,2025-09-16,TrimLine-1,A,P0001,S001,414,302
L0001793,2025-09-16,Final-1,B,P0011,S011,479,357
L0001794,2025-09-16,ChassisLine-1,B,P0013,S007,436,320
L0001795,2025-09-16,Final-1,B,P0004,S006,483,452
L0001796,2025-09-16,ChassisLine-1,B,P0032,S005,134,113
L0001797,2025-09-16,Final-1,A,P0014,S003,509,389
L0001798,2025-09-16,ChassisLine-1,B,P0021,S001,255,188
L0001799,2025-09-17,TrimLine-1,B,P0012,S001,245,203
L0001800,2025-09-17,TrimLine-1,A,P0025,S010,517,380
L0001801,2025-09-17,ChassisLine-1,A,P0021,S001,471,369
L0001802,2025-09-17,TrimLine-1,A,P0018,S001,333,311
L0001803,2025-09-17,BodyLine-1,A,P0019,S006,284,256
L0001804,2025-09-17,ChassisLine-1,B,P0028,S003,497,353
L0001805,2025-09-17,TrimLine-1,A,P0004,S006,439,403
L0001806,2025-09-17,BodyLine-1,B,P0033,S001,461,353
L0001807,2025-09-17,BodyLine-1,A,P0003,S007,170,127
L0001808,2025-09-17,Final-1,B,P0006,S009,295,210
L0001809,2025-09-17,TrimLine-1,B,P0027,S005,318,235
L0001810,2025-09-17,BodyLine-2,B,P0016,S007,169,128
L0001811,2025-09-17,ChassisLine-1,A,P0015,S008,349,305
L0001812,2025-09-17,BodyLine-1,A,P0005,S001,454,417
L0001813,2025-09-17,Final-1,A,P0029,S008,398,325
L0001814,2025-09-17,BodyLine-1,B,P0010,S005,396,347
L0001815,2025-09-17,ChassisLine-1,B,P0036,S003,209,152
L0001816,2025-09-17,BodyLine-1,C,P0026,S012,165,119
L0001817,2025-09-17,ChassisLine-1,A,P0032,S005,269,204
L0001818,2025-09-17,TrimLine-1,C,P0001,S001,495,473
L0001819,2025-09-17,BodyLine-1,B,P0007,S007,395,356
L0001820,2025-09-17,ChassisLine-1,B,P0008,S007,244,177
L0001821,2025-09-17,ChassisLine-1,A,P0013,S007,452,440
L0001822,2025-09-17,BodyLine-2,A,P0031,S006,359,301
L0001823,2025-09-17,Final-1,B,P0023,S004,150,144
L0001824,2025-09-17,TrimLine-1,A,P0030,S009,255,179
L0001825,2025-09-18,ChassisLine-1,A,P0020,S006,288,260
L0001826,2025-09-18,BodyLine-2,B,P0033,S001,363,319
L0001827,2025-09-18,BodyLine-2,A,P0026,S012,394,316
L0001828,2025-09-18,BodyLine-2,B,P0005,S001,276,259
L0001829,2025-09-18,Final-1,B,P0006,S009,226,171
L0001830,2025-09-18,BodyLine-1,C,P0016,S007,218,187
L0001831,2025-09-18,ChassisLine-1,A,P0008,S007,449,314
L0001832,2025-09-18,TrimLine-1,B,P0002,S010,470,332
L0001833,2025-09-18,BodyLine-2,C,P0031,S006,363,340
L0001834,2025-09-18,Final-1,A,P0001,S001,375,331
L0001835,2025-09-18,ChassisLine-1,C,P0036,S003,430,397
L0001836,2025-09-18,ChassisLine-1,B,P0022,S012,194,158
L0001837,2025-09-18,ChassisLine-1,B,P0028,S003,391,340
L0001838,2025-09-18,ChassisLine-1,A,P0032,S005,226,168
L0001839,2025-09-18,Final-1,A,P0024,S002,408,359
L0001840,2025-09-18,BodyLine-2,A,P0019,S006,423,387
L0001841,2025-09-18,Final-1,B,P0027,S005,124,110
L0001842,2025-09-18,BodyLine-2,B,P0003,S007,395,333
L0001843,2025-09-18,ChassisLine-1,B,P0017,S001,376,334
L0001844,2025-09-18,Final-1,B,P0030,S009,238,200
L0001845,2025-09-18,TrimLine-1,B,P0012,S001,269,230
L0001846,2025-09-19,BodyLine-2,A,P0003,S007,468,391
L0001847,2025-09-19,BodyLine-2,A,P0010,S005,469,394
L0001848,2025-09-19,BodyLine-2,A,P0026,S012,518,424
L0001849,2025-09-19,ChassisLine-1,A,P0032,S005,404,323
L0001850,2025-09-19,ChassisLine-1,B,P0021,S001,301,271
L0001851,2025-09-19,ChassisLine-1,A,P0020,S006,458,414
L0001852,2025-09-19,ChassisLine-1,A,P0015,S008,178,140
L0001853,2025-09-19,BodyLine-2,A,P0007,S007,286,253
L0001854,2025-09-19,BodyLine-2,A,P0005,S001,348,336
L0001855,2025-09-19,ChassisLine-1,B,P0028,S003,447,381
L0001856,2025-09-19,BodyLine-2,B,P0034,S006,518,405
L0001857,2025-09-19,ChassisLine-1,A,P0017,S001,496,445
L0001858,2025-09-19,Final-1,A,P0025,S010,488,458
L0001859,2025-09-19,Final-1,B,P0004,S006,414,310
L0001860,2025-09-19,Final-1,A,P0029,S008,322,228
L0001861,2025-09-19,TrimLine-1,C,P0023,S004,226,190
L0001862,2025-09-19,ChassisLine-1,A,P0022,S012,384,358
L0001863,2025-09-19,Final-1,B,P0012,S001,425,383
L0001864,2025-09-20,ChassisLine-1,A,P0013,S007,236,174
L0001865,2025-09-20,TrimLine-1,A,P0018,S001,317,245
L0001866,2025-09-20,ChassisLine-1,B,P0028,S003,441,338
L0001867,2025-09-20,Final-1,A,P0006,S009,310,269
L0001868,2025-09-20,ChassisLine-1,C,P0015,S008,495,465
L0001869,2025-09-20,ChassisLine-1,C,P0036,S003,307,271
L0001870,2025-09-20,BodyLine-1,C,P0009,S011,477,429
L0001871,2025-09-20,ChassisLine-1,B,P0022,S012,395,380
L0001872,2025-09-20,BodyLine-1,A,P0016,S007,418,353
L0001873,2025-09-20,BodyLine-2,A,P0003,S007,354,326
L0001874,2025-09-20,BodyLine-1,A,P0026,S012,312,272
